IDJwb,IDPSJ,Cosim-Unigram,Cosim-Bigram,WordCountRatio,labela,label
95,1,0.02145413186552636,0.0,0.7058823529411764,E,1
96,1,0.022430536631474006,0.0,0.2941176470588235,D,2
97,1,0.10874614079263002,0.0,0.4117647058823529,D,2
98,1,0.17597670633750262,0.020944838752498043,0.7058823529411764,D,2
99,1,0.17678043031549945,0.0,0.6470588235294117,D,2
100,1,0.1843148765146736,0.0,0.3529411764705882,D,2
101,1,0.157814229366246,0.016203220208951444,0.5294117647058824,D,2
334,8,0.9999999999999998,1.0000000000000002,-0.23529411764705888,A,5
335,8,0.8630343463441318,0.335118454035869,0.17647058823529416,B,4
336,8,0.7411978979264132,0.47827208002779537,-1.4411764705882355,A,5
337,8,0.8907000238880544,0.5252028912940361,-0.5294117647058822,A,5
338,8,0.9182657618739815,0.757571806950526,-0.588235294117647,A,5
339,8,0.5133953763634417,0.19130506840261235,-0.6176470588235294,A,5
340,8,0.5188913117760278,0.22263398225897885,-0.41176470588235303,A,5
341,8,0.5536179346122038,0.12032975652584994,-0.2941176470588236,A,5
342,8,0.8881840364879079,0.5704157720245384,-0.47058823529411775,A,5
343,8,0.8561699621651898,0.5514378454921512,-0.5,B,4
344,8,0.9653271017658663,0.7895137177693188,-0.2941176470588236,A,5
345,8,0.6269744329657848,0.17741234894126107,-0.32352941176470584,B,4
346,8,0.8660404187038903,0.4616443087737904,-0.6176470588235294,A,5
347,8,0.9250534864872729,0.6912411329406026,-0.08823529411764697,A,5
348,8,0.3541023411266049,0.12076290938104152,0.23529411764705888,D,2
349,8,0.0,0.0,0.9117647058823529,E,1
350,8,0.5190833960820195,0.09628448381691748,0.02941176470588236,D,2
351,8,0.7506894122873353,0.1814569992594467,-0.6764705882352942,A,5
352,8,0.7987140154731265,0.35266492130900834,-0.4411764705882353,A,5
353,8,0.8898550012888592,0.6492111629603771,0.05882352941176472,B,4
354,8,0.9754005556223818,0.8640140139748336,-0.32352941176470584,A,5
355,8,0.9116982739430768,0.5539586740394683,-0.5,A,5
356,8,0.8623585760181578,0.6311531432383785,-0.47058823529411775,C,3
357,8,0.7800833818119487,0.5380647006908226,-0.9705882352941178,A,5
358,8,0.8698007345905854,0.5056320599042691,-0.7058823529411764,A,5
359,8,0.03134025519794488,0.0,-1.5294117647058822,E,1
360,8,0.8652643484217045,0.472796348207503,-0.5294117647058822,A,5
361,8,0.38154337067104804,0.06984190987464595,-0.9411764705882353,A,5
362,8,0.9385028490698684,0.6369833585825546,-0.23529411764705888,A,5
363,8,0.6894413713093157,0.2904968527354737,-0.7647058823529411,A,5
364,8,0.01765566647054189,0.0,0.3529411764705882,E,1
365,8,0.8007666283255634,0.330327244907841,-0.6470588235294117,A,5
366,8,0.003305263930230137,0.0,0.5,E,1
367,8,0.8093441495850653,0.35503573737287597,-0.2941176470588236,A,5
368,8,0.8784339357699934,0.615970358353927,-0.4411764705882353,A,5
369,8,0.8801177762055984,0.5990406512703783,-0.41176470588235303,A,5
370,8,0.9827623966482494,0.8344893396716789,-0.2058823529411764,A,5
371,8,0.7455826532973703,0.22520227912114715,-0.588235294117647,A,5
372,8,0.814854094197001,0.3105110900569349,-0.17647058823529416,A,5
373,8,0.6814959916618527,0.3227820649319342,-1.323529411764706,A,5
374,8,0.5208902360722649,0.2226038469408562,-0.38235294117647056,A,5
375,8,0.19576411303386965,0.0494383557320841,0.5294117647058824,D,2
376,8,0.5665538780706161,0.0,0.4411764705882353,D,2
377,8,0.6780961876390981,0.1448127811384446,-1.7941176470588234,A,5
378,8,0.4481296638577668,0.1331384671889284,-0.47058823529411775,A,5
379,8,0.9395302043085823,0.7945325693575153,-0.6176470588235294,A,5
380,8,0.650177451079255,0.31114561274864805,-0.588235294117647,A,5
381,8,0.7972361956416405,0.4267988179439376,0.6176470588235294,C,3
382,8,0.15709519194158802,0.0,0.8823529411764706,E,1
383,8,0.9459764226227138,0.6785981970604232,-0.23529411764705888,A,5
384,8,0.9061493014304558,0.7330938468846181,-0.41176470588235303,A,5
385,8,0.5812369467171169,0.036695554592303496,0.7647058823529411,D,2
386,8,0.2702142783928427,0.026623439709103698,-0.32352941176470584,A,5
387,8,0.044464754123378775,0.0,0.47058823529411764,E,1
388,8,0.4544708040621538,0.17275994191186578,-0.5,A,5
389,8,0.04704844224299454,0.0,-0.3529411764705883,E,1
390,8,0.5177732906641263,0.01576718247842785,0.23529411764705888,D,2
391,8,0.7986359591420381,0.5247496350917218,-0.1470588235294117,C,3
392,8,0.7542243932967463,0.3633560698880374,-0.08823529411764697,B,4
393,8,0.5976600076564177,0.31789623776878745,-0.588235294117647,B,4
394,8,0.6221811445043518,0.1939700188669019,-0.5294117647058822,A,5
395,8,0.5137437543767865,0.10977837023056619,-0.1470588235294117,A,5
396,8,0.5110017968465567,0.11697270974920411,0.32352941176470584,B,4
397,8,0.48307782821241657,0.21449236667754482,-0.02941176470588225,A,5
398,8,0.6538665772745932,0.17516844405648865,0.7941176470588236,D,2
399,8,0.4130263035568919,0.10014293814020458,-0.4411764705882353,B,4
400,8,0.4575867423359809,0.019927100005798448,0.5882352941176471,C,3
401,8,0.0,0.0,0.8823529411764706,E,1
402,8,0.8015807777540908,0.5437984138333014,-0.47058823529411775,A,5
403,8,0.8428837463143442,0.45125072334669636,-0.588235294117647,A,5
404,8,0.8703647047293266,0.450955263919637,-0.6176470588235294,A,5
405,8,0.06986324594416661,0.0,0.47058823529411764,D,2
406,8,0.9231597109788954,0.5741957764012788,-0.05882352941176472,A,5
407,8,0.049042919251033636,0.0,0.32352941176470584,D,2
408,8,0.8212612423665537,0.32921219253454287,0.05882352941176472,B,4
409,8,0.6679274063093029,0.34452817872474023,0.8235294117647058,E,1
410,8,0.41484016364428167,0.13110100740540492,-0.8823529411764706,A,5
411,8,0.3298424917261262,0.0,0.6470588235294117,E,1
412,8,0.4587905131543962,0.03806719664336309,0.23529411764705888,D,2
413,8,0.7876830308472141,0.28373414483394854,-0.2941176470588236,A,5
414,8,0.5908847964107626,0.0664253299473521,0.6176470588235294,E,1
415,8,0.0420363132255822,0.0,0.8823529411764706,E,1
416,8,0.6637366326436924,0.29302984348913874,-1.3823529411764706,A,5
417,8,0.701986702507225,0.38807870090328284,-1.2647058823529411,A,5
418,8,0.7445750919215463,0.28447021766938896,0.20588235294117652,A,5
419,8,0.44261194641509216,0.06501484609762147,-0.3529411764705883,A,5
420,8,0.5421670774288161,0.14818488180279552,-0.588235294117647,A,5
421,8,0.7226431377790136,0.29557103713082156,-0.2647058823529411,A,5
422,8,0.5984856384873805,0.15213330260466326,-0.7647058823529411,A,5
423,8,0.11306254739410349,0.04231146510842921,-1.0,E,1
424,8,0.0,0.0,0.8823529411764706,E,1
425,8,0.3364107734787816,0.1400001946027225,0.2647058823529411,A,5
426,8,0.5369691984812748,0.20092600765869925,-0.32352941176470584,A,5
427,8,0.719085330460434,0.31506051079353875,-0.9705882352941178,B,4
428,8,0.7753799210276106,0.3473460510696978,-0.5294117647058822,A,5
429,8,0.4555499515955055,0.2232883550497008,0.02941176470588236,A,5
430,8,0.41088351029581305,0.1579466391912198,-0.4411764705882353,A,5
431,8,0.695094910321109,0.12544467111085478,0.6764705882352942,D,2
432,8,0.7334736470324961,0.269778640479709,-0.4411764705882353,A,5
433,8,0.0468399028016675,0.0,0.7352941176470589,E,1
434,8,0.008677595455235906,0.0,0.8235294117647058,E,1
435,8,0.24424385708731441,0.016921073406802385,0.1470588235294118,A,5
436,8,0.0782829087272095,0.0,0.4411764705882353,E,1
437,8,0.5093752558127888,0.20654460573171446,-0.4411764705882353,A,5
438,8,0.4963686039631011,0.15214577414106936,-0.7058823529411764,A,5
439,8,0.586885031958694,0.0,0.7647058823529411,E,1
440,8,0.7428112349040091,0.23987590243574075,-0.05882352941176472,C,3
441,8,0.783004775699762,0.3583596686680615,0.02941176470588236,C,3
442,8,0.7737970129482625,0.18181401969439712,-0.02941176470588225,C,3
443,8,0.6396339425265537,0.15137700724487682,0.0,C,3
444,8,0.7051164326923121,0.21117202398551266,-0.02941176470588225,C,3
445,8,0.7283877828839858,0.213692792988447,0.0,C,3
446,9,0.27221503628971877,0.03376757888004363,-0.6470588235294117,B,4
447,9,0.5064622933950977,0.11814124377761848,-1.1470588235294117,A,5
448,9,0.3205447341950331,0.0832928278463176,-1.2352941176470589,B,4
449,9,0.3568537070095698,0.07624700848599004,-1.2352941176470589,B,4
450,9,0.42580693875841646,0.11117335760878153,-1.7058823529411766,A,5
451,9,0.9999999999999999,1.0000000000000002,-0.9705882352941178,A,5
452,9,0.26635084286649474,0.011070646238429774,-0.3529411764705883,B,4
453,9,0.5297661701561679,0.1310204551322633,-0.17647058823529416,A,5
454,9,0.4067471229382431,0.10251377120924339,0.05882352941176472,A,5
455,9,0.3603869780720935,0.08867772852400496,0.23529411764705888,C,3
456,9,0.3647133936975982,0.05983909336743155,-0.3529411764705883,A,5
457,9,0.3175678898752985,0.05645359433632065,-0.5,A,5
458,9,0.45261817638023266,0.11290220244656683,-0.6176470588235294,A,5
459,9,0.3159110877610099,0.016291075081650373,0.38235294117647056,A,5
460,9,0.1427036003358437,0.01242297831036646,0.1470588235294118,E,1
461,9,0.41968411104330305,0.12462812211822911,-0.23529411764705888,A,5
462,9,0.21009460635374386,0.00965081585527072,0.2647058823529411,D,2
463,9,0.3533653552758063,0.05722000441674584,0.02941176470588236,A,5
464,9,0.08196469693012186,0.0,0.05882352941176472,E,1
465,9,0.45095141310380665,0.18578273678873483,-0.23529411764705888,A,5
466,9,0.3776253656366562,0.04706261592792397,0.02941176470588236,A,5
467,9,0.4014894422272144,0.08569618159219788,-0.8529411764705883,A,5
468,9,0.14832915202555808,0.03142806011231722,0.9117647058823529,E,1
469,9,0.3189820144326576,0.10206246282580009,-0.11764705882352944,A,5
470,9,0.3082229961325611,0.0215993176651751,-0.17647058823529416,A,5
471,9,0.37123399484436953,0.07344780552965763,0.2941176470588235,A,5
472,9,0.13137567381794402,0.0,0.2941176470588235,A,5
473,9,0.23110634074318914,0.015903209569575718,0.4117647058823529,A,5
474,9,0.012553303872677016,0.0,0.6764705882352942,E,1
475,9,0.18804950564220646,0.043975799933531345,-0.2647058823529411,D,2
476,9,0.3946625630292174,0.11465669946605442,-0.6764705882352942,A,5
477,9,0.06518430476042521,0.0,0.4411764705882353,E,1
478,9,0.09118939572667988,0.0,-1.0,E,1
479,9,0.6085294634802421,0.34257427919493716,-0.08823529411764697,A,5
480,9,0.2628927439497004,0.031899677870350036,0.4117647058823529,A,5
481,9,0.4130339383686323,0.1841566712641667,0.38235294117647056,A,5
482,9,0.5704026627346231,0.20379336717910634,-0.9411764705882353,A,5
483,9,0.11138935975463868,0.0,-0.3529411764705883,E,1
484,9,0.3783716197935923,0.05841231594613061,-2.088235294117647,A,5
485,9,0.5346374228292043,0.1642127219168226,-0.6470588235294117,A,5
486,9,0.5389434491933915,0.2712955636111258,-0.02941176470588225,A,5
487,9,0.486922458027662,0.15236508264238935,-0.5294117647058822,A,5
488,9,0.4681401234099066,0.1928680418866534,0.38235294117647056,D,2
489,9,0.43348996991752803,0.14088849724839306,-0.41176470588235303,D,2
490,9,0.49557364053356284,0.23873537545421306,0.4117647058823529,A,5
491,9,0.17690969882327895,0.02446212632030324,-0.5,E,1
492,9,0.21729304666506408,0.05887703349117282,0.11764705882352944,D,2
493,9,0.4247203876812294,0.17027685334195403,-0.32352941176470584,A,5
494,9,0.33547025820080495,0.08291938491486732,-0.41176470588235303,B,4
495,9,0.17006146034542874,0.04250508879698183,0.32352941176470584,E,1
496,9,0.36490993959230567,0.08728228595633021,-0.6176470588235294,A,5
497,9,0.14221016063726705,0.0,0.32352941176470584,B,4
498,9,0.05020066172123705,0.0,0.5882352941176471,E,1
499,9,0.16946389122446034,0.008199846267835986,0.32352941176470584,B,4
500,9,0.2650248710345511,0.012466494572134213,0.0,A,5
501,9,0.4859387958158263,0.14743254906016295,-1.0294117647058822,A,5
502,9,0.5075184928600676,0.09932842318390302,-0.38235294117647056,A,5
503,9,0.15624636084582397,0.060994966640323695,0.4117647058823529,D,2
504,9,0.2063942809283949,0.037158679381922036,-0.2647058823529411,A,5
505,9,0.5144453000840853,0.12348149082670243,-0.5,B,4
506,9,0.05237922732631237,0.0,-0.2058823529411764,E,1
507,9,0.26619257674314034,0.0285855644846416,-0.8823529411764706,E,1
508,9,0.3191780233366355,0.10354611699029868,0.20588235294117652,B,4
509,9,0.4469532183755819,0.20980639130618634,-0.17647058823529416,D,2
510,9,0.4359266985072106,0.1224665245189237,-0.5,A,5
511,9,0.41716129503189464,0.08890655204335185,-0.17647058823529416,E,1
512,9,0.1781865582768271,0.03192336685121183,0.23529411764705888,D,2
513,9,0.496346994912973,0.11472936855269601,-0.6176470588235294,E,1
514,9,0.4019548483543078,0.08093318073844319,-1.2941176470588234,A,5
515,9,0.09902917391512961,0.0,0.38235294117647056,E,1
516,9,0.08188554082354524,0.02936670649172351,0.4117647058823529,E,1
517,9,0.09929872608955626,0.01212491080244977,0.20588235294117652,E,1
518,9,0.35875490613154104,0.1022168294745684,-0.6470588235294117,A,5
519,9,0.16579743827832533,0.05584575565452411,0.08823529411764708,B,4
520,9,0.14745841156963502,0.014429107295818146,-0.11764705882352944,E,1
521,9,0.2652299351026207,0.05936697585853655,-0.2941176470588236,E,1
522,9,0.18170652776200963,0.024803882157239075,0.1470588235294118,E,1
523,9,0.14531782961714143,0.04214766599644072,0.4411764705882353,E,1
524,9,0.372864756768843,0.10283024940259367,-1.0294117647058822,E,1
525,9,0.3384188250310011,0.10375602954501614,0.4117647058823529,A,5
526,9,0.39321373524736836,0.10953581257708035,-0.588235294117647,A,5
527,9,0.37658503071770927,0.09558307714704424,-0.32352941176470584,A,5
528,9,0.3285859013130142,0.08999668580039802,0.05882352941176472,A,5
529,9,0.38217315410168534,0.12202889957851132,-0.17647058823529416,E,1
530,9,0.3374952807788489,0.08520815440928245,-1.0,A,5
531,9,0.3522608684273004,0.051240155104417616,-0.5588235294117647,A,5
532,9,0.42358664483953323,0.10926184100254628,0.05882352941176472,B,4
533,9,0.6627233373960053,0.3368986806415948,-0.47058823529411775,A,5
534,9,0.19118852336615305,0.01713015012544632,0.08823529411764708,B,4
535,9,0.44751751729532097,0.10667710758896745,-0.3529411764705883,A,5
536,9,0.490956704322219,0.1047302114056318,-1.2647058823529411,A,5
537,9,0.36346587749536247,0.06609962769164328,-0.6470588235294117,A,5
538,9,0.3354811559702821,0.08583607133315099,0.23529411764705888,C,3
539,9,0.38015525731693617,0.06666373100539075,0.11764705882352944,C,3
540,9,0.37992584286649017,0.0862667124159433,0.08823529411764708,C,3
541,9,0.5110309666803413,0.10454046922442473,0.1470588235294118,C,3
542,9,0.33884939810532555,0.1105425909371748,0.20588235294117652,C,3
543,9,0.33094942991523496,0.1116218792449877,0.1470588235294118,C,3
544,9,0.33507888350632314,0.06426579645151831,0.11764705882352944,C,3
545,9,0.3847163239693374,0.06547952253743526,0.11764705882352944,C,3
546,9,0.33252107524034624,0.09182754068734156,0.1470588235294118,C,3
547,9,0.26883131644335356,0.05687097689614379,0.0,D,2
548,9,0.4354721404811527,0.11651702800688724,-0.05882352941176472,D,2
549,10,0.6143095822684631,0.15554715703097205,-0.5294117647058822,A,5
550,10,0.5636942170470651,0.10798869079040216,-2.088235294117647,A,5
551,10,0.3827305380659117,0.07082336308355697,-2.1176470588235294,B,4
552,10,0.5971497601769997,0.2578752200551449,-0.4411764705882353,B,4
553,10,0.658484233691461,0.23478246722668064,-0.2941176470588236,B,4
554,10,0.5385673537123655,0.032799755176608714,0.2941176470588235,A,5
555,10,0.2608366193473954,0.0,0.0,A,5
556,10,0.8523917976357293,0.3252953255119271,0.1470588235294118,A,5
557,10,0.6131954560260302,0.06831850977109272,0.6176470588235294,B,4
558,10,0.1904936484391822,0.0,0.7941176470588236,B,4
559,10,0.5171486538213652,0.22816311931963507,-0.17647058823529416,C,3
560,10,0.6931393723961761,0.284269705908776,0.5,E,1
561,10,0.36499242156725503,0.10363992725111786,-0.6176470588235294,B,4
562,10,0.4727535674212582,0.14120706089152418,0.7647058823529411,C,3
563,10,0.32557268005866064,0.10259046217096526,-0.2058823529411764,C,3
564,10,0.6258083612613651,0.14496084917815372,0.0,B,4
565,10,0.7218825887016507,0.20960806128876014,0.23529411764705888,A,5
566,10,0.16230838836332928,0.0,0.8823529411764706,B,4
567,10,0.24685144970949807,0.0,0.7941176470588236,B,4
568,10,0.047814339087890345,0.0,0.7352941176470589,B,4
569,10,0.5726127041479946,0.08072681662181166,0.1470588235294118,A,5
570,10,0.2362555844931454,0.050121742820526505,0.11764705882352944,C,3
571,10,0.5747436222123892,0.1305491034074853,-0.11764705882352944,B,4
572,10,0.3373360353007557,0.1275748014507097,0.2647058823529411,B,4
573,10,0.5846570923957161,0.13148241207488867,-1.6176470588235294,A,5
574,10,0.5645737261618877,0.1925095411037238,0.2647058823529411,E,1
575,10,0.6136854743023333,0.20265406124267785,-0.32352941176470584,A,5
576,10,0.6014412503941683,0.009875684800364505,0.32352941176470584,A,5
577,10,0.11266447261033528,0.0,0.7941176470588236,A,5
578,10,0.6533754099223984,0.06399770290219936,0.2647058823529411,A,5
579,10,0.0798785776665957,0.0,0.8235294117647058,E,1
580,10,0.339550025993371,0.0911162023009518,-0.6470588235294117,A,5
581,10,0.13326727338647315,0.0,0.8235294117647058,B,4
582,10,0.0,0.0,0.9705882352941176,E,1
583,10,0.4690572178649166,0.0850952501827498,-0.8235294117647058,A,5
584,10,0.5471851222496851,0.08392385484596186,-1.1176470588235294,A,5
585,10,0.21135999959205692,0.12192517731419866,0.7941176470588236,A,5
586,10,0.5506224271750579,0.051470082745858764,-0.911764705882353,A,5
587,10,0.13715867581114286,0.0,0.7647058823529411,B,4
588,10,0.5637014217168358,0.05472159641396568,0.08823529411764708,A,5
589,10,0.7221239861107969,0.1564215954276462,-0.32352941176470584,A,5
590,10,0.14659210684928403,0.0,0.7941176470588236,B,4
591,10,0.7195240742346387,0.20047141412771785,-0.23529411764705888,A,5
592,10,0.41717017084446356,0.03521611098996165,-0.2058823529411764,D,2
593,10,0.31409287563799915,0.02792783436603725,-0.2058823529411764,B,4
594,10,0.6118703927294089,0.22914412900733186,-0.8529411764705883,B,4
595,10,0.528682994272988,0.0937047271605488,-1.6176470588235294,B,4
596,10,0.20641624262369357,0.012921819255414238,0.47058823529411764,B,4
597,10,0.500728697342816,0.08056330345587764,-0.5588235294117647,E,1
598,10,0.9650371087245673,0.8673302574999915,-0.8235294117647058,A,5
599,10,0.3195990081736957,0.06296382479272856,-0.11764705882352944,A,5
600,10,0.38890882187984527,0.11355910207134902,0.3529411764705882,D,2
601,10,0.1839056643080515,0.011509155885203818,-1.7647058823529411,E,1
602,10,0.08266859976539766,0.0,0.7941176470588236,B,4
603,10,0.1729610143568462,0.03799249211170533,0.5882352941176471,C,3
604,10,0.3632921080968133,0.07679850034220792,0.6764705882352942,C,3
605,10,0.6537252511357368,0.16954447974384157,-2.5294117647058822,A,5
606,10,0.7514338171423186,0.24015221053933325,-0.02941176470588225,A,5
607,10,0.2648371576300289,0.07008618655721015,-2.1176470588235294,B,4
608,10,0.2792372253770727,0.08080004891181773,0.5882352941176471,E,1
609,10,0.48419095808288104,0.11386527957262507,-1.2941176470588234,A,5
610,10,0.5775709370094467,0.18924699602743844,-0.5,A,5
611,10,0.6400488390938867,0.1393512173702802,-0.7647058823529411,A,5
612,10,0.13742229364745767,0.05117190509280672,0.1470588235294118,B,4
613,10,0.33554046371544,0.08607259163136123,0.23529411764705888,B,4
614,10,0.7079763373635971,0.2324427649536727,-4.382352941176471,A,5
615,10,0.47792247832476914,0.15396986456560824,-4.617647058823529,A,5
616,10,0.14808133778909133,0.0,0.7352941176470589,C,3
617,10,0.36243667668065693,0.0562107674324443,0.5294117647058824,B,4
618,10,0.24634976342666798,0.05771493861376503,0.1470588235294118,E,1
619,10,0.4589546011097078,0.15807092393319264,0.3529411764705882,E,1
620,10,0.6020700965912981,0.12300873597423917,-1.0882352941176472,B,4
621,10,0.7971525895754248,0.23517330715830206,0.1470588235294118,A,5
622,10,0.43556436947521965,0.13373003903209985,0.17647058823529416,B,4
623,10,0.36889325848921006,0.1150671390621537,-0.5,A,5
624,10,0.7164347257321199,0.26541553605277357,-0.1470588235294117,A,5
625,10,0.6433335799178622,0.16251959253205586,-0.5,A,5
626,10,0.4985424828285215,0.09505903396314379,0.4411764705882353,B,4
627,10,0.4730544361585036,0.1348009669135858,-1.823529411764706,A,5
628,10,0.44405859416481264,0.05844673536293393,-0.17647058823529416,A,5
629,10,0.515876121874221,0.08709533401928908,-1.176470588235294,B,4
630,10,0.3471373601522185,0.0,0.3529411764705882,B,4
631,10,0.4262412047850873,0.12313727021565325,0.5294117647058824,B,4
632,10,0.24197079467535482,0.006672835093135207,0.05882352941176472,B,4
633,10,0.620987305533237,0.17393849382904875,-2.2058823529411766,A,5
634,10,0.30664331031189307,0.0296851901050561,-0.41176470588235303,B,4
635,10,0.4830659545758824,0.08234262895072994,-0.05882352941176472,B,4
636,10,0.07640401845233043,0.0,0.7941176470588236,C,3
637,10,0.5666790775207191,0.23953584711341144,-0.1470588235294117,A,5
638,10,0.2633512777615925,0.027987452369532095,0.5,B,4
639,10,0.302088552504757,0.056454834839980775,0.5588235294117647,B,4
640,10,0.5287852109770145,0.150952112403704,0.3529411764705882,B,4
641,10,0.44076804669776204,0.05585485467461589,-0.23529411764705888,B,4
642,10,0.2667819686040839,0.0,0.5,B,4
643,10,0.4128447118372502,0.07292705177517975,0.02941176470588236,A,5
